record_num,pmid,title,year,include?,notes
153,CN-01807320,Energy metabolism and the skeleton: reciprocal interplay. - ND,2009,N,
154,CN-01167037,Impact of probiotics during weaning on the metabolic and inflammatory profile: follow-up at school age,2015,N,
158,CN-02907522,Bariatric Arterial Embolization vs Bariatric Surgery: comparison of metabolic effects in obese patients with Type2 Diabetes,2025,N,no placebo
160,CN-00721897,Increased clearance of cortisol by 5beta-reductase in a subgroup of women with adrenal hyperandrogenism in polycystic ovary syndrome,2009,N,no RCT
161,CN-00799454,Weight loss and low-intensity exercise for the treatment of metabolic syndrome in obese postmenopausal women,2011,N,
162,CN-01644006,Metabolic effects of resistance or high-intensity interval training among glycemic control-nonresponsive children with insulin resistance,2018,N,
163,CN-02454238,Temporal multiomics analysis characterizes circulating molecular determinants associated with poor outcome in patients with severe alcoholic hepatitis,2022,N,poster abstract only
164,CN-02280155,Study of Tuberculosis resistant to treatment,2021,N,no metabolic outcomes
165,CN-02262300,Biochemical metabolism of young plants of Ucuúba (Virola surinamensis) in the presence of cadmium,2021,N,
166,CN-02381294,Oleuropein and Muscle Energy Metabolism,2021,N,commentary
168,CN-02916409,Probiotic pasta consumption improves lipid metabolism and reduces gut permeability in overweight and obese adults: a randomized controlled trial,2025,N,
171,CN-02949379,Growth Hormone Promotes Hepatic Triglyceride Export in Humans,2025,N,
172,CN-02701115,"521 ALT, FIBROSCAN VCTE, AND FIBROSCAN CAP AS PREDICTIVE MARKERS OF RESMETIROM BIOPSY RESPONSE",2024,N,niacin not NMN/NR
175,CN-02833077,"Absorption and Tolerability of Injectable Administration of Niagen®+, as Compared to NAD+",2025,N,might be NR - recheck abstract
176,CN-00999253,"Hypercaloric diets with increased meal frequency, but not meal size, increase intrahepatic triglycerides: a randomized controlled trial",2014,N,
177,CN-02414125,Metabolome changes with diet-induced remission in pediatric Crohn's disease,2022,N,no metabolic outcomes
178,CN-02748262,"Study of formula milk with breast milk-derived new ingredient (nicotinamide mononucleotide) on energy metabolism of baby: multicenter, double-blinded, randomized, commercial product-controlled trial",2024,N,
179,CN-01036696,"Southwest Oncology Group S0008: a phase III trial of high-dose interferon Alfa-2b versus cisplatin, vinblastine, and dacarbazine, plus interleukin-2 and interferon in patients with high-risk melanoma--an intergroup study of cancer and leukemia Group B, Children's Oncology Group, Eastern Cooperative Oncology Group, and Southwest Oncology Group",2014,N,
180,CN-02260882,Randomized phase II study evaluating the addition of pembrolizumab to radium-223 in metastatic castration-resistant prostate cancer,2021,N,poster abstract only
181,CN-01056122,Cardiometabolic benefits of exercise training among fitness non-responsive patients with type 2 diabetes mellitus: HART-D study,2014,N,
182,CN-01130490,"Vomiting, excess weight and baros in Roux-en-Y gastric bypass surgery: a randomized study in patients with and without the silastic ring",2015,N,
183,CN-01956899,"Comparison of clinical and metabolic effects of testosterone and estradiol in adult gonadectomized patients with 46, XY DSD due to complete androgen insensitivity syndrome (CAIS)-(eudract-nr: 2010-021790-37)",2017,N,no RCT
184,CN-01951865,A single determination of C-reactive protein does not suffice to declare a patient with a diagnosis of axial spondyloarthritis 'CRP-negative',2018,N,niacin not NMN/NR
187,CN-01440844,Effects and prevalence of nonresponders after 12 weeks of high-intensity interval or resistance training in women with insulin resistance: a randomized trial,2017,N,case report
190,CN-00123459,Determinants of the cephalic-phase insulin response in obese nondiabetic subjects,1996,N,
191,CN-02696746,Long-term clinical outcomes of certolizumab pegol treatment in non-radiographic axial spondyloarthritis stratified by baseline MRI and CRP status,2024,N,review article
194,CN-01034900,Letrozole normalizes serum testosterone but has no clinical effects in men with obesity-related hypogonadotropic hypogonadism,2011,N,
195,CN-02701093,METABOLOME AND MICROBIOME ALTERATIONS PROVIDE MECHANISTIC INSIGHT AND PREDICT RESPONSE TO AN INTERMITTENT REDUCED CALORIE DIET IN PATIENTS WITH CROHN'S DISEASE,2024,N,
196,CN-01073908,Impact of BCAA enriched nutritional support on rehabilitation in hospitalized frail elderly patients: a randomized cotrolled trial,2013,N,
197,CN-02667134,The effect of fermented buttermilk on plasma lipid profile in perimenopausal women: a preliminary research,2023,N,
201,CN-02294317,Differential role of nicotinamide adenine dinucleotide deficiency in acute and chronic kidney disease,2021,N,
202,CN-01652427,A randomized phase II clinical trial of dendritic cell vaccination following complete resection of colon cancer liver metastasis,2018,N,
203,CN-00530931,Prognostic values of serum concentration and urinary excretion of interleukin-1 receptor antagonist and tumor necrosis factor receptors type I and II in patients with IGA nephropathy,2005,N,case report
205,CN-01568752,Evaluation of green cane system on soil microbial populations and their main metabolic activities,2018,N,
206,CN-02276499,"Atezolizumab plus Bevacizumab versus Sorafenib in the Chinese Subpopulation with Unresectable Hepatocellular Carcinoma: phase 3 Randomized, Open-Label IMbrave150 Study",2021,N,
207,CN-01925164,Acute dietary nitrate supplementation does not attenuate oxidative stress or the hemodynamic response during submaximal exercise in hypobaric hypoxia,2018,N,
208,CN-02894657,Non-invasive predictive markers of resmetirom biopsy response,2024,N,
210,CN-00176856,Dose-dependent pharmacokinetics of mezlocillin in subjects with normal and impaired renal function,1982,N,no placebo
211,CN-02495987,Effects of 18 months of GH replacement on cardiovascular risk factors and quality of life in GH deficient adults; a randomized controlled trial using a fixed very low and a standard dose of GH,2022,N,no RCT
212,CN-00743467,Factors associated with the minimal clinically important difference for health-related quality of life after physical conditioning in patients with COPD,2009,N,no placebo
213,CN-00380687,Interaction of niacin and zinc metabolism in patients with alcoholic pellagra,1989,N,
215,CN-02191255,Effect of wheelchair-modified rowing exercise on cardiometabolic risk factors in spinal cord injured wheelchair users: protocol for a randomised controlled trial,2020,N,protocol only
217,CN-01613737,Effect of dietary nitrate on blood pressure and vascular control in post-menopausal hypertensive women,2018,N,protocol only
218,CN-02749758,Exploratory analysis of the potential disconnect between objective inflammatory response and clinical response following certolizumab pegol treatment in patients with active axial spondyloarthritis,2024,N,case report
219,CN-01620743,Clinical and genotypic features of nephropathy in ischemic stroke,2018,N,wrong population
220,CN-01396070,Therapy reduction in patients with Down syndrome and myeloid leukemia: the international ML-DS 2006 trial,2017,N,
221,CN-02928668,RESMETIROM EFFECTS ON METABOLIC DYSFUNCTION ASSOCIATED STEATOHEPATITIS (MASH) WITH LIVER FIBROSIS IN PATIENTS WITH MASH GENETIC RISK ALLELES,2025,N,poster abstract only
222,CN-00144739,Serum levels of tumour necrosis factor-alpha predict response to recombinant human erythropoietin in patients with myelodysplastic syndrome,1997,N,
223,CN-02874394,Effects of combined diet and physical activity on glycemic control and body composition in male recreational athletes with type 2 diabetes mellitus,2025,N,
224,CN-00520394,Increased tubular organic ion clearance following chronic ACE inhibition in patients with type 1 diabetes,2005,N,wrong population
225,CN-01667405,Dynamic transcriptome analysis of root nitrate starvation and re-supply provides insights into nitrogen metabolism in pear (Pyrus bretschneideri),2018,N,
228,CN-01030353,Routine dressing change at the insertion point reduces the incidence of central venous catheter-related bloodstream infection,2012,N,
229,CN-02497641,Undesired side effects of a formula diet on erythropoetic parameters: data from two randomised controlled trials,2022,N,
230,CN-01707053,Matrix Metalloproteinase Activity Correlates with Uterine Myoma Volume Reduction after Ulipristal Acetate Treatment,2018,N,
231,CN-02301482,Efficacy of a New Protocol of Premixed 70/30 Human Insulin in Haitian Youth with Diabetes,2021,N,protocol only
233,CN-02285079,"Circulating tumor DNA load and total metabolic tumor volume in diffuse large b cell lymphoma (DLBCL) patients treated by r-chop-from REMARC, a lysa study",2021,N,in vitro
234,CN-02580404,Randomized phase III trial of metabolic imaging-guided dose escalation of radio-chemotherapy in patients with newly diagnosed glioblastoma (SPECTRO GLIO trial),2024,N,case report
235,CN-02659552,Metabolic Tumor Volume Predicts Outcomes in Patients with Relapsed/Refractory Diffuse Large B-Cell Lymphoma Treated with Loncastuximab Tesirine in the Lotis-2 Trial,2022,N,review article
239,CN-01454908,A preliminary randomized controlled trial of contingency management for alcohol use reduction using a transdermal alcohol sensor,2017,N,no RCT
240,CN-00104387,Relation between oxygen delivery and consumption during septic states. Value of an early dobutamine test,1992,N,
241,CN-00364845,"Pharmacokinetics and absolute bioavailability of carteolol, a new beta-adrenergic receptor blocking agent",1983,N,
242,CN-00414237,Daily interferon regimen for chronic hepatitis C. A prospective randomised study,1999,N,no placebo
243,CN-01645583,Calgranulin A (S100A8) Immunostaining: a Future Candidate for Risk Assessment in Patients with Non-Muscle-Invasive Bladder Cancer (NMIBC),2018,N,
244,CN-01330949,Mobilization of hematopoietic stem cells with the novel CXCR4 antagonist POL6326 (balixafortide) in healthy volunteers-results of a dose escalation trial,2017,N,
245,CN-02927804,Influence of gait-synchronized functional electrical stimulation during exoskeleton-assisted ambulation on cardiorespiratory outcomes in individuals with incomplete spinal cord injury,2025,N,
246,CN-02558775,Protective effect of resveratrol on mitochondrial biogenesis during hyperoxia-induced brain injury in neonatal pups,2023,N,
248,CN-00806336,Alternative splice variant PGC-1α-b is strongly induced by exercise in human skeletal muscle,2011,N,
249,CN-02121736,Single-molecule long-read sequencing of the full-length transcriptome of Rhododendron lapponicum L,2020,N,no RCT
250,CN-00752147,"Uncoupling of collagen II metabolism in newly diagnosed, untreated rheumatoid arthritis is linked to inflammation and antibodies against cyclic citrullinated peptides",2010,N,no RCT
251,CN-02247805,Comparative transcriptomic analysis for identification of candidate sex-related genes and pathways in Crimson seabream (Parargyrops edita),2021,N,case report
252,CN-02892001,Results from phase 1 study of mycophenolate mofetil with chemoradiation in newly diagnosed glioblastoma to target de-novo purine metabolism to overcome treatment resistance,2025,N,no RCT
253,CN-01797526,Brain Energy Metabolism in Progressive Supranuclear Palsy: comparison of PSP Patients and Healthy Controls and Effect of Coenzyme Q10 – nanoQuinon® - N/A,2006,N,niacin not NMN/NR
256,CN-01135949,The hepatic and extra-hepatic profile of resolution of steatohepatitis induced by GFT-505,2015,N,
259,CN-01586220,Concurrent Training and Prediabetes Control,2018,N,protocol only
260,CN-00876286,Contribution of renal and non-renal clearance on increased total clearance of adalimumab in glomerular disease,2013,N,
261,CN-01824302,The efficacy of fluorescence navigation system of indocyanin green in urological surgery,2014,N,
263,CN-01705099,Longitudinal effects of the SSRI paroxetine on salivary cortisol in Major Depressive Disorder,2015,N,poster abstract only
264,CN-00504027,Chlorine inhalation produces nasal airflow limitation in allergic rhinitic subjects without evidence of neuropeptide release,2004,N,
267,CN-00036546,Electrotherapy of pain relief using the Tenzcare stimulator. A clinico-experimental study,1984,N,
269,CN-01957852,Brigatinib (BRG) vs crizotinib (CRZ) in the phase III ALTA-1L trial,2019,N,NAM not NMN
271,CN-02824171,Effect of 12-wk dietary nitrate supplementation on carotid arterial stiffness in postmenopausal females,2025,N,poster abstract only
272,CN-01451646,Randomized Phase 1b/3 Study of Erlotinib + Ramucirumab in Untreated EGFR Mutation-Positive Stage IV NSCLC: phase 1b Outcomes,2017,N,commentary
273,CN-02629624,"Bintrafusp Alfa Versus Pembrolizumab in Patients With Treatment-Naive, Programmed Death-Ligand 1-High Advanced NSCLC: a Randomized, Open-Label, Phase 3 Trial",2023,N,no metabolic outcomes
275,CN-02653379,CDK4/6-Inhibitors Versus Chemotherapy in Advanced HR+/HER2-Negative Breast Cancer: results and Correlative Biomarker Analyses of the KENDO Randomized Phase II Trial,2024,N,niacin not NMN/NR
276,CN-02265143,"Nivolumab plus ipilimumab, with or without enzalutamide, in AR-V7-expressing metastatic castration-resistant prostate cancer: a phase-2 nonrandomized clinical trial",2021,N,
277,CN-02274519,PacBio Single-Molecule Long-Read Sequencing Reveals Genes Tolerating Manganese Stress in Schima superba Saplings,2021,N,
