record_num,id,reason,precursor,title,authors,year,journal,doi
930,8166050,Different supplement,none,Effects of trandolapril on the sympathetic tone and reactivity in systemic hypertension.,"de Champlain, J; Yacine, A; Le Blanc, R...",1994,The American journal of cardiology,https://dx.doi.org/10.1016/0002-9149(94)90619-x
931,1725541,Wrong intervention,none,Chronic effects of diltiazem on the hemodynamic and sympathoadrenal tone in responsive and nonresponsive hypertensive patients at rest and during isometric exercise.,"de Champlain, J; Petrovich, M; Lebeau, R...",1991,Journal of cardiovascular pharmacology,
932,1683186,Unrelated intervention,none,Single administration of captopril and combined use with beta-blocker and/or thiazide diuretic in the treatment of essential hypertension.,"Yoneda, S; Kako, T; Koketsu, M...",1991,Angiology,https://dx.doi.org/10.1177/000331979104201107
933,Comment in (CIN),No NMN/NR,none,Treatment of corticosteroid resistant acute graft-versus-host disease by in vivo administration of anti-interleukin-2 receptor monoclonal antibody (B-B10).,"Herve, P; Wijdenes, J; Bergerat, J P...",1990,Blood,
935,WOS:001352988500001,Review article,NMN,Effects of Nicotinamide Mononucleotide on Glucose and Lipid Metabolism in Adults: A Systematic Review and Meta-analysis of Randomised Controlled Trials,"Chen, F; Zhou, DS; Kong, APS...",2024,CURRENT DIABETES REPORTS,10.1007/s11892-024-01557-z
937,WOS:001281644800065,Review/meta-analysis,both,Novel insight into nicotinamide adenine dinucleotide and related metabolites in cancer patients undergoing surgery,"Fujita, H; Wakiya, T; Tatara, Y...",2024,SCIENTIFIC REPORTS,10.1038/s41598-024-66004-1
942,WOS:001542404300001,Observational,NMN,Nicotinamide Mononucleotide Alleviates Aging Defects in Hutchinson-Gilford Progeria Syndrome,"Xu, YY; Wu, MC; Fan, YH...",2025,FASEB JOURNAL,10.1096/fj.202500469RR
945,WOS:000467640700022,Unrelated intervention,none,Underpowered or negative? A crucial distinction,"Dollerup, OL; Treebak, JT; Jessen, N",2019,DIABETOLOGIA,10.1007/s00125-019-4853-x
947,WOS:001352298500001,Not NAD+ precursor,none,NAD+ enhancers as therapeutic agents in the cardiorenal axis,"Marín-Blázquez, M; Rovira, J; Ramírez-Bajo, MJ...",2024,CELL COMMUNICATION AND SIGNALING,10.1186/s12964-024-01903-4
951,WOS:001266530200001,Mouse/rat study,NR,Nicotinamide riboside ameliorates survival time and motor dysfunction in an MPTP-Induced Parkinson's disease zebrafish model through effects on glucose metabolism and endoplasmic reticulum stress,"Luo, Q; Yang, YM; Xian, CY...",2024,CHEMICO-BIOLOGICAL INTERACTIONS,10.1016/j.cbi.2024.111118
952,WOS:000541403500003,Not an RCT,both,The interplay between oxidative stress and bioenergetic failure in neuropsychiatric illnesses: can we explain it and can we treat it?,"Morris, G; Walder, KR; Berk, M...",2020,MOLECULAR BIOLOGY REPORTS,10.1007/s11033-020-05590-5
953,WOS:000743529200005,Systematic review,NR,"Nicotinamide riboside as a neuroprotective therapy for glaucoma: study protocol for a randomized, double-blind, placebo-control trial","Leung, CKS; Ren, STM; Chan, PPM...",2022,TRIALS,10.1186/s13063-021-05968-1
955,WOS:000314026700011,Not NAD+ precursor,none,Trust Your Gut: Galvanizing Nutritional Interest in Intestinal Cholesterol Metabolism for Protection Against Cardiovascular Diseases,"Wegner, CJ; Kim, B; Lee, J",2013,NUTRIENTS,10.3390/nu5010208
956,WOS:001155886000001,Unrelated intervention,none,The use of a systems approach to increase NAD+ in human participants,"Henderson, JD; Quigley, SNZ; Chachra, SS...",2024,NPJ AGING,10.1038/s41514-023-00134-0
957,WOS:000444174100016,No NMN/NR,none,De novo NAD+ biosynthetic impairment in acute kidney injury in humans,"Mehr, AP; Tran, MT; Ralto, KM...",2018,NATURE MEDICINE,10.1038/s41591-018-0138-z
958,WOS:000868176800001,Narrative review,NR,A randomized placebo-controlled trial of nicotinamide riboside and pterostilbene supplementation in experimental muscle injury in elderly individuals,"Jensen, JB; Dollerup, OL; Moller, AB...",2022,JCI INSIGHT,10.1172/jci.insight.158314
959,WOS:000830992600009,Unrelated intervention,none,"Urolithin A improves muscle strength, exercise performance, and biomarkers of mitochondrial health in a randomized trial in middle-aged adults","Singh, A; D'Amico, D; Andreux, PA...",2022,CELL REPORTS MEDICINE,10.1016/j.xcrm.2022.100633
961,WOS:000497733800002,Not NMN/NR intervention,none,Vitamin B3 impairs reverse cholesterol transport in Apolipoprotein E-deficient mice,"Méndez-Lara, KA; Santos, D; Farré, N...",2019,CLINICA E INVESTIGACION EN ARTERIOSCLEROSIS,10.1016/j.arteri.2019.04.001
963,WOS:001094428300001,No NMN/NR,none,Physical activity and neurotrophic factors as potential drivers of neuroplasticity in Parkinson's Disease: A systematic review and meta-analysis,"Rotondo, R; Proietti, S; Perluigi, M...",2023,AGEING RESEARCH REVIEWS,10.1016/j.arr.2023.102089
964,WOS:000436403700030,No NMN or NR,none,Mitochondrial medicine in the omics era,"Rahman, J; Rahman, S",2018,LANCET,10.1016/S0140-6736(18)30727-X
965,WOS:000567519100001,Mouse/rat study,NMN,"Inhibition of nicotinamide phosphoribosyltransferase (NAMPT) with OT-82 induces DNA damage, cell death, and suppression of tumor growth in preclinical models of Ewing sarcoma","Gibson, AE; Yeung, C; Issaq, SH...",2020,ONCOGENESIS,10.1038/s41389-020-00264-0
968,"Export Date: 03 March 2026; Cited By: 0; Correspondence Address: A. Benito; Department of Surgery and Cancer, Imperial College London, London, United Kingdom; email: a.benito-mauricio@imperial.ac.uk; H.C. Keun; Department of Surgery and Cancer, Imperial College London, London, United Kingdom; email: h.keun@imperial.ac.uk",Mouse/rat study,NMN,RAS/PI3K pathway mutations sensitise epithelial ovarian cancer cells to a PARP/NAMPT inhibitor combination,"Gruet, M.; Xu, Y.; An, L....",2026,Communications Biology,10.1038/s42003-025-09223-0
969,"Export Date: 03 March 2026; Cited By: 0; Correspondence Address: V. Chitra; Department of Pharmacology, SRM College of Pharmacy, Faculty of Medicine and Health Sciences, SRM Institute of Science and Technology, Chengalpattu, Kattankulathur, Tamil Nadu - 603203, India; email: chitrav@srmist.edu.in",Observational,NMN,Mechanistic basis of NMN and rapamycin in aging biology: Independent and intersecting pathways,"Sasidhar, C.; Chitra, V.; Naveen Kumar, V.",2026,Gene Reports,10.1016/j.genrep.2025.102401
972,"Export Date: 03 March 2026; Cited By: 0; Correspondence Address: X. Viñals Gonzalez; Preimplantation Genetics Group, Institute for Women’s Health, University College London, Bloomsbury, London, 84-86, Chenies Mews, WC1E 6HU, United Kingdom; email: xavier.gonzalez.18@ucl.ac.uk; CODEN: JARGE",Review article,NMN,NMN supplementation as a strategy to improve oocyte quality: a systematic review and transcriptomic analysis,"Noh, H.; Sen Gupta, S.; Seshadri, S....",2026,Journal of Assisted Reproduction and Genetics,10.1007/s10815-025-03720-1
973,Export Date: 03 March 2026; Cited By: 0; CODEN: COCCF,Unrelated intervention,none,Advancing kidney care in critical illness – from pathophysiology to precision interventions,"Kashani, K.",2025,Current Opinion in Critical Care,10.1097/MCC.0000000000001337
974,Export Date: 03 March 2026; Cited By: 0; CODEN: COCCF,Not NMN/NR intervention,none,"The therapeutic horizon of acute kidney injury in critical care: exploring pathology, promises, pitfalls, and progress","Vogelaar, Y.; Mourisse, L.; Pickkers, P.",2025,Current Opinion in Critical Care,10.1097/MCC.0000000000001331
976,"Export Date: 03 March 2026; Cited By: 2; Correspondence Address: Y.-C. Huang; Suzhou Hospital of Anhui Medical University, Anhui Medical University, Suzhou, 234000, China; email: yichao.huang@ahmu.edu.cn; D.-X. Xu; Suzhou Hospital of Anhui Medical University, Anhui Medical University, Suzhou, 234000, China; email: xudex@126.com; CODEN: FRBME",Not randomized,NMN,The m6A modification-mediated upregulation of ETS2 translation drives arsenic-induced spermatogonial senescence,"Zhang, X.-Y.; Zhang, Y.-H.; Liang, N.-N....",2025,Free Radical Biology and Medicine,10.1016/j.freeradbiomed.2025.08.053
979,"Export Date: 03 March 2026; Cited By: 0; Correspondence Address: T.E. Ryan; Department of Applied Physiology and Kinesiology, The University of Florida, Gainesville, United States; email: ryant@ufl.edu",No NMN/NR,none,Nicotinamide N-methyltransferase inhibition improves limb function in experimental peripheral artery disease,"Dong, G.; Choi, J.; Li, Y....",2025,Physiological Reports,10.14814/phy2.70615
981,"Export Date: 03 March 2026; Cited By: 7; Correspondence Address: E.F. Fang; Department of Clinical Molecular Biology, University of Oslo and Akershus University Hospital, Lørenskog, Norway; email: e.f.fang@medisin.uio.no",Non-randomized study,both,"Emerging strategies, applications and challenges of targeting NAD+ in the clinic","Zhang, J.; Wang, H.-L.; Lautrup, S....",2025,Nature Aging,10.1038/s43587-025-00947-6
983,"Export Date: 03 March 2026; Cited By: 2; Correspondence Address: M. Ruiz; Research Center, Montreal Heart Institute, Montreal, Canada; email: matthieu.ruiz@umontreal.ca; CODEN: AJPPD",Not NMN/NR intervention,none,Sex-specific modulation of cardiac fibrosis and lipid metabolism by B-vitamins in heart failure with reduced ejection fraction in mice,"David, C.; Deschênes, S.; Ichkhan, G....",2025,American Journal of Physiology - Heart and Circulatory Physiology,10.1152/ajpheart.00841.2024
984,"Export Date: 03 March 2026; Cited By: 1; Correspondence Address: Y. Bai; Department of Geriatric Medicine, Xiangya Hospital, Central South University, Changsha, Hunan, China; email: baiyongping@csu.edu.cn",No relevant precursor,none,IDO1 improves postischemic neovascularization in aged mice by boosting endothelial NAD+ de novo synthesis and curbing endothelial senescence,"Chen, M.; Chen, J.; Liu, Y....",2025,Redox Biology,10.1016/j.redox.2025.103695
985,"Export Date: 03 March 2026; Cited By: 1; Correspondence Address: J.-P. Chen; Department of Neurology, Changshu Hospital affiliated to Nanjing University of Chinese Medicine, Changshu, 215500, China; email: 1523515573@qq.com; C.-F. Liu; Department of Neurology and Clinical Research Center of Neurological Disease, The Second Affiliated Hospital of Soochow University, Suzhou, 215004, China; email: liuchunfeng@suda.edu.cn; CODEN: IINMB",Not NAD+ precursor,none,Tan I modulates astrocyte inflammatory responses through enhanced NAD+–Sirt1 pathway: Insights from metabolomics studies,"Zhao, F.-L.; Zhang, J.-R.; Liu, M.-H....",2025,International Immunopharmacology,10.1016/j.intimp.2025.114364
986,"Export Date: 03 March 2026; Cited By: 0; Correspondence Address: C.-Y. Miao; Department of Pharmacology, Second Military Medical University, Naval Medical University, Shanghai, 200433, China; email: cymiao@smmu.edu.cn",Preclinical,both,Nicotinamide Mononucleotide and Nicotinamide Riboside Improve Dyslipidemia and Fatty Liver but Promote Atherosclerosis in Apolipoprotein E Knockout Mice,"Wang, P.; Li, J.-X.; Kong, Y.-Y....",2025,Pharmaceuticals,10.3390/ph18030281
987,"Export Date: 03 March 2026; Cited By: 6; Correspondence Address: A.K. Singh; Manipal Centre for Biotherapeutics Research, Manipal Academy of Higher Education, Manipal, Karnataka, 576 104, India; email: abhishek.singh@manipal.edu; CODEN: NRSCD",Non-randomized study,unclear,Mechanisms and early efficacy data of caloric restriction and caloric restriction mimetics in neurodegenerative disease,"Trisal, A.; Singh, A.K.",2025,Neuroscience,10.1016/j.neuroscience.2025.01.004
988,"Export Date: 03 March 2026; Cited By: 2; Correspondence Address: R. Horvath; Department of Clinical Neurosciences, John Van Geest Centre for Brain Repair, University of Cambridge, Cambridge, Robinson Way, CB2 0PY, United Kingdom; email: rh732@medschl.cam.ac.uk; CODEN: JNRYA",No NMN/NR,none,Biomarkers in Ataxia-Telangiectasia: a Systematic Review,"Tiet, M.Y.; Guțu, B.-I.; Springall-Jeggo, P....",2025,Journal of Neurology,10.1007/s00415-024-12766-7
989,"Export Date: 03 March 2026; Cited By: 13; Correspondence Address: X. Miao; The Second Hosptial of Jilin University, Changchun, Jilin, China; email: miaoxiao@jlu.edu.cn; CODEN: ARRGA",Not NMN/NR intervention,none,Roles of SIRT3 in cardiovascular and neurodegenerative diseases,"Cheng, Y.; Zhao, A.; Li, Y....",2025,Ageing Research Reviews,10.1016/j.arr.2024.102654
990,"Export Date: 03 March 2026; Cited By: 0; Correspondence Address: M.-L. Sun; School of Basic Medical Sciences, Nanjing Medical University, Nanjing, China; email: sunmeiling@njmu.edu.cn; Z.-H. Qin; Institute of Health Technology, Suzhou Gaobo Vocational College, Suzhou High-Technology District, Science & Technology Town, Suzhou, China; email: zhqin@gist.edu.cn",No relevant precursor,none,Nicotinamide Adenine Dinucleotide in Lipid Metabolism and Atherosclerosis,"Sun, M.-L.; Qin, Z.-H.",2025,Biology of Nicotinamide Coenzymes: From Basic Science to Clinical Applications,10.1007/978-981-97-9877-3_24
992,Export Date: 03 March 2026; Cited By: 1,Different supplement,none,Boosting NAD+ in patients with COPD reduces airway inflammation,"Norheim, K.L.; Scheibye-Knudsen, M.",2024,Nature Aging,10.1038/s43587-024-00765-2
994,"Export Date: 03 March 2026; Cited By: 1; Correspondence Address: A. Hekmatdoost; Department of Clinical Nutrition and Dietetics, Faculty of Nutrition and Food Technology, Shahid Beheshti University of Medical Sciences, Tehran, Iran; email: a_hekmat2000@yahoo.com",Wrong intervention,none,"Changes in glucose metabolism, C-reactive protein, and liver enzymes following intake of NAD + precursor supplementation: a systematic review and meta‐regression analysis","Sohouli, M.H.; Tavakoli, S.; Reis, M.G....",2024,Nutrition and Metabolism,10.1186/s12986-024-00812-0
995,"Export Date: 03 March 2026; Cited By: 3; Correspondence Address: M. Sekiya; Department of Neurogenetics, Center for Development of Advanced Medicine for Dementia, National Center for Geriatrics and Gerontology, Obu, Aichi, Japan; email: mmsk@ncgg.go.jp; CODEN: NUDIE",Different supplement,none,Decreased plasma nicotinamide and altered NAD+ metabolism in glial cells surrounding Aβ plaques in a mouse model of Alzheimer's disease,"Sekiya, M.; Sakakibara, Y.; Hirota, Y....",2024,Neurobiology of Disease,10.1016/j.nbd.2024.106694
996,"Export Date: 03 March 2026; Cited By: 9; Correspondence Address: J. Gu; College of Biological Science and Technology, University of Jinan, 250022, China; email: gujingsong222@163.com; CODEN: BBRCA",Not human,NMN,NMN synbiotics intervention modulates gut microbiota and metabolism in APP/PS1 Alzheimer's disease mouse models,"Zhang, J.; Zhao, X.; Xu, H....",2024,Biochemical and Biophysical Research Communications,10.1016/j.bbrc.2024.150274
998,"Export Date: 03 March 2026; Cited By: 8; Correspondence Address: S. Coe; Oxford Brookes Centre for Nutrition and Health (OxBCNH), Department of Sport, Health Sciences and Social Work, Faculty of Health and Life Sciences, Oxford Brookes University, Headington, Gipsy Lane Campus, Oxford, OX3 0BP, United Kingdom; email: scoe@brookes.ac.uk; CODEN: EJNUF",No NMN/NR,none,The effect of niacin on inflammatory markers and adipokines: a systematic review and meta-analysis of interventional studies,"Yousefi Rad, E.Y.; Saboori, S.; Tammam, J....",2024,European Journal of Nutrition,10.1007/s00394-024-03425-8
999,"Export Date: 03 March 2026; Cited By: 5; Correspondence Address: D.A. Zaky; Department of Pharmacology and Toxicology, Faculty of Pharmacy, Cairo University, Cairo, Kasr El-Aini Street, 11562, Egypt; email: doaa.zaky@pharma.cu.edu.eg; CODEN: LIFSA",Animal study,unclear,"Niacin, an innovative protein kinase-C-dependent endoplasmic reticulum stress reticence in murine Parkinson's disease","Roshdy, M.; Zaky, D.A.; Abbas, S.S....",2024,Life Sciences,10.1016/j.lfs.2024.122865
1000,"Export Date: 03 March 2026; Cited By: 5; Correspondence Address: J.-O. Andressoo; Department of Pharmacology, Faculty of Medicine, University of Helsinki, Helsinki, Haartmaninkatu 8, 00014, Finland; email: Jaan-Olle.Andressoo@helsinki.fi; E. Pirinen; Research Program for Clinical and Molecular Metabolism, Faculty of Medicine, University of Helsinki, Helsinki, 00290, Finland; email: Eija.Pirinen@helsinki.fi",Animal study,NR,Nicotinamide riboside first alleviates symptoms but later downregulates dopamine metabolism in proteasome inhibition mouse model of Parkinson's disease,"Turconi, G.; Alam, F.; SenGupta, T....",2024,Heliyon,10.1016/j.heliyon.2024.e34355
1001,"Export Date: 03 March 2026; Cited By: 33; Correspondence Address: C. Li; Academy of Chinese Medical Sciences, Zhejiang Chinese Medical University, Hangzhou, 310053, China; email: lcyzcmu@sina.com; CODEN: PYTOE",In vivo animal,NMN,Anti-aging effects of medicinal plants and their rapid screening using the nematode Caenorhabditis elegans,"Chen, X.; Bahramimehr, F.; Shahhamzehei, N....",2024,Phytomedicine,10.1016/j.phymed.2024.155665
1002,"Export Date: 03 March 2026; Cited By: 6; Correspondence Address: A. Loreto; John van Geest Centre for Brain Repair, Department of Clinical Neurosciences, University of Cambridge, Cambridge, Forvie Site, Robinson Way, United Kingdom; email: andrea.loreto@sydney.edu.au; M.P. Coleman; John van Geest Centre for Brain Repair, Department of Clinical Neurosciences, University of Cambridge, Cambridge, Forvie Site, Robinson Way, United Kingdom; email: mc469@cam.ac.uk; CODEN: EYEEE",No relevant precursor,none,Programmed axon death: a promising target for treating retinal and optic nerve disorders,"Loreto, A.; Merlini, E.; Coleman, M.P.",2024,Eye (Basingstoke),10.1038/s41433-024-03025-0
1003,"Export Date: 03 March 2026; Cited By: 264; Correspondence Address: J. Cummings; Chambers-Grundy Center for Transformative Neuroscience, Department of Brain Health, School of Integrated Health Sciences, University of Nevada, Las Vegas (UNLV), Las Vegas, United States; email: jcummings@cnsinnovations.com",Wrong intervention,none,Alzheimer's disease drug development pipeline: 2024,"Cummings, J.; Zhou, Y.; Lee, G....",2024,Alzheimer's and Dementia: Translational Research and Clinical Interventions,10.1002/trc2.12465
1004,"Export Date: 03 March 2026; Cited By: 2; Correspondence Address: L.S. Cox; Department of Biochemistry, University of Oxford, Oxford, United Kingdom; email: lynne.cox@bioch.ox.ac.uk; E.F. Fang; Department of Clinical Molecular Biology, University of Oslo, Akershus University Hospital, Lørenskog, Norway; email: e.f.fang@medisin.uio.no; CODEN: JGASF",Observational,unclear,Meeting Summary of The NYO3 5th NO-Age/AD Meeting and the 1st Norway–UK Joint Meeting on Aging and Dementia: Recent Progress on the Mechanisms and Interventional Strategies,"Wang, H.-L.; Siow, R.; Schmauck-Medina, T....",2024,Journals of Gerontology - Series A Biological Sciences and Medical Sciences,10.1093/gerona/glae029
1007,"Export Date: 03 March 2026; Cited By: 0; Correspondence Address: L.R. Pasquale; Department of Ophthalmology, Icahn School of Medicine at Mount Sinai Hospital, New York, United States; email: louis.pasquale@mssm.edu; CODEN: JOGLE",Not NMN/NR intervention,none,Lessons From The Glaucoma Foundation Think Tank 2023: A Patient-Centric Approach to Glaucoma,"Harris, A.; Verticchio-Vercellin, A.; Weinreb, R.N....",2024,Journal of Glaucoma,10.1097/IJG.0000000000002353
1008,"Export Date: 03 March 2026; Cited By: 148; Correspondence Address: L. Guarente; Department of Biology, Massachusetts Institute for Technology, Cambridge, 02139, United States; email: leng@mit.edu; G. Kroemer; Academy for Healthspan and Lifespan Research (AHLR), New York, United States; email: kroemer@orange.fr",Not randomized,unclear,Human trials exploring anti-aging medicines,"Guarente, L.; Sinclair, D.A.; Kroemer, G.",2024,Cell Metabolism,10.1016/j.cmet.2023.12.007
1010,"Export Date: 03 March 2026; Cited By: 19; Correspondence Address: N.M. De Vries; Department of Neurology, Center of Expertise for Parkinson Movement Disorders, Radboud University Medical Center, Donders Institute for Brain, Cognition and Behavior, Nijmegen, Netherlands; email: nienke.devries@radboudumc.nl",Unrelated intervention,none,Dietary Interventions in Parkinson's Disease,"van der Berg, I.; Schootemeijer, S.; Overbeek, K....",2024,Journal of Parkinson's Disease,10.3233/JPD-230366
1011,"Export Date: 03 March 2026; Cited By: 0; Correspondence Address: R. Badalzadeh; Molecular Medicine Research Center, Tabriz University of Medical Sciences, Tabriz, Iran; email: badalzadehr@tbzmed.ac.ir",Animal study,NMN,Superior Anti-arrhythmogenic Effect of Combined Conditioning with Nicotinamide Mononucleotide and Ubiquinol in Myocardial Ischemia/Reperfusion Injury in Aged Rats,"Mokhtari, B.; Jessri, A.; Ghaffari, S....",2024,Advanced Pharmaceutical Bulletin,10.34172/apb.2024.044
1012,"Export Date: 03 March 2026; Cited By: 3; Correspondence Address: M. Alghamdi; Centre for Healthy Brain Ageing, School of Psychiatry, University of New South Wales, Sydney, Australia; email: mohammed.alghamdi@unsw.edu.au; CODEN: JADIF",Systematic review,both,Supplementation with NAD+ Precursors for Treating Alzheimer’s Disease: A Metabolic Approach,"Alghamdi, M.; Braidy, N.",2024,Journal of Alzheimer's Disease,10.3233/JAD-231277
1014,"Export Date: 03 March 2026; Cited By: 205; Correspondence Address: B. Chandra; University of Iowa Roy J and Lucille A Carver College of Medicine, Iowa City, 52242, United States; email: bharatendu-chandra@uiowa.edu",No NMN or NR,none,Mitochondrial dysfunction in neurodegenerative disorders,"Klemmensen, M.M.; Borrowman, S.H.; Pearce, C....",2024,Neurotherapeutics,10.1016/j.neurot.2023.10.002
1016,"Export Date: 03 March 2026; Cited By: 16; Correspondence Address: B. Brauwers; Department of Research and Development, Centre of Expertise for Chronic Organ Failure, Ciro, Horn, 6085 NM, Netherlands; email: bentebrauwers@ciro-horn.nl",No NMN/NR,none,Combined Exercise Training and Nutritional Interventions or Pharmacological Treatments to Improve Exercise Capacity and Body Composition in Chronic Obstructive Pulmonary Disease: A Narrative Review,"Brauwers, B.; Machado, F.V.C.; Beijers, R.J.H.C.G....",2023,Nutrients,10.3390/nu15245136
1019,"Export Date: 03 March 2026; Cited By: 34; Correspondence Address: D.H. Craighead; Department of Integrative Physiology, University of Colorado Boulder, Boulder, United States; email: daniel.craighead@colorado.edu; CODEN: JGASF",Not an RCT,both,Dietary Supplementation With NAD+-Boosting Compounds in Humans: Current Knowledge and Future Directions,"Freeberg, K.A.; Udovich, C.C.; Martens, C.R....",2023,Journals of Gerontology - Series A Biological Sciences and Medical Sciences,10.1093/gerona/glad106
1021,"Export Date: 03 March 2026; Cited By: 165; Correspondence Address: J. Ritterhoff; Molecular and Translational Cardiology, Department of Internal Medicine III, Heidelberg University Hospital, Heidelberg, Germany; email: julia.ritterhoff@uni-heidelberg.de; R. Tian; Mitochondria and Metabolism Center, Department of Anaesthesiology and Pain Medicine, University of Washington, Seattle, United States; email: rongtian@uw.edu",Wrong intervention,none,Metabolic mechanisms in physiological and pathological cardiac hypertrophy: new paradigms and challenges,"Ritterhoff, J.; Tian, R.",2023,Nature Reviews Cardiology,10.1038/s41569-023-00887-x
1023,"Export Date: 03 March 2026; Cited By: 24; Correspondence Address: A. Loreto; John van Geest Centre for Brain Repair, Department of Clinical Neurosciences, University of Cambridge, Cambridge, Forvie Site, Robinson Way, CB2 0PY, United Kingdom; email: al850@cam.ac.uk; CODEN: NERAD",Non-randomized study,NMN,NMN: The NAD precursor at the intersection between axon degeneration and anti-ageing therapies,"Loreto, A.; Antoniou, C.; Merlini, E....",2023,Neuroscience Research,10.1016/j.neures.2023.01.004
1024,"Export Date: 03 March 2026; Cited By: 25; Correspondence Address: P.A. Williams; Division of Eye and Vision, Department of Clinical Neuroscience, St. Erik Eye Hospital, Karolinska Institutet, Stockholm, Sweden; email: pete.williams@ki.se",Observational,unclear,NAD salvage pathway machinery expression in normal and glaucomatous retina and optic nerve,"Tribble, J.R.; Hagström, A.; Jusseaume, K....",2023,Acta Neuropathologica Communications,10.1186/s40478-023-01513-0
1025,"Export Date: 03 March 2026; Cited By: 23; Correspondence Address: H. Wada; Division of Immunobiology, Institute for Genetic Medicine, Hokkaido University, Sapporo, Japan; email: wada@igm.hokudai.ac.jp",Preclinical,NMN,Tumor cell-induced macrophage senescence plays a pivotal role in tumor initiation followed by stable growth in immunocompetent condition,"Wada, H.; Otsuka, R.; Germeraad, W.T.V....",2023,Journal for ImmunoTherapy of Cancer,10.1136/jitc-2023-006677
1026,"Export Date: 03 March 2026; Cited By: 10; Correspondence Address: J. Cummings; Chambers-Grundy Center for Transformative Neuroscience, Department of Brain Health, School of Integrated Health Sciences, University of Nevada Las Vegas (UNLV), Las Vegas, United States; email: jcummings@cnsinnovations.com",Different supplement,none,Geroscience and Alzheimer’s Disease Drug Development,"Cummings, J.; Leisgang-Osse, A.M.L.; Kinney, J.",2023,Journal of Prevention of Alzheimer's Disease,10.14283/jpad.2023.103
1027,"Export Date: 03 March 2026; Cited By: 27; Correspondence Address: P.K. Kim; Department of Biochemistry, University of Toronto, Toronto, Canada; email: pkim@sickkids.ca; B.M. Bakker; Department of Pediatrics, Center for Liver, Digestive and Metabolic Diseases, University of Groningen, University Medical Center Groningen, Netherlands; email: b.m.bakker01@umcg.nl; R.H.J. Bandsma; Translational Medicine, Peter Gilgan Centre for Research and Learning, The Hospital for Sick Children, Toronto, Canada; email: robert.bandsma@sickkids.ca",Unrelated intervention,none,Rebalancing of mitochondrial homeostasis through an NAD+-SIRT1 pathway preserves intestinal barrier function in severe malnutrition,"Ling, C.; Versloot, C.J.; Arvidsson Kvissberg, M.E....",2023,eBioMedicine,10.1016/j.ebiom.2023.104809
1028,"Export Date: 03 March 2026; Cited By: 86; Correspondence Address: J.L. Cummings; Department of Brain Health, Chambers-Grundy Center for Transformative Neuroscience, School of Integrated Health Sciences, University of Nevada Las Vegas (UNLV), Las Vegas, United States; email: jcummings@cnsinnovations.com; CODEN: DRUGA",No NMN/NR,none,Alzheimer’s Disease: Novel Targets and Investigational Drugs for Disease Modification,"Cummings, J.; Leisgang-Osse, A.M.L.; Kinney, J.",2023,Drugs,10.1007/s40265-023-01938-w
1031,"Export Date: 03 March 2026; Cited By: 1; Correspondence Address: E. Reali; Department of Translational Medicine, University of Ferrara, Ferrara, via Luigi Borsari 46, 44121, Italy; email: eva.reali@unife.it",No NMN/NR,none,Boosting NAD: An opportunity for metabolic reprogramming of Th17 cells in psoriatic disease,"Reali, E.",2023,Cell Reports Medicine,10.1016/j.xcrm.2023.101163
1033,"Export Date: 03 March 2026; Cited By: 26; Correspondence Address: G. Plascencia-Villa; Department of Neuroscience, Developmental and Regenerative Biology, The University of Texas at San Antonio (UTSA), San Antonio, 78249, United States; email: german.plascenciavilla@utsa.edu",No relevant precursor,none,Exploring Molecular Targets for Mitochondrial Therapies in Neurodegenerative Diseases,"Plascencia-Villa, G.; PERRY, G.",2023,International Journal of Molecular Sciences,10.3390/ijms241512486
1035,"Export Date: 03 March 2026; Cited By: 20; Correspondence Address: S.H. Song; Department of Internal Medicine, Pusan National University Hospital, Busan, South Korea; email: shsong0209@gmail.com; CODEN: KJIME",No NMN/NR,none,Sarcopenia in chronic kidney disease: from bench to bedside,"Kim, D.W.; Song, S.H.",2023,Korean Journal of Internal Medicine,10.3904/kjim.2022.338
1036,"Export Date: 03 March 2026; Cited By: 29; Correspondence Address: M. Kosmalski; Department of Clinical Pharmacology, Medical University of Lodz, Lodz, 90-153, Poland; email: marcin.kosmalski@umed.lodz.pl",Wrong intervention,none,What’s New in the Treatment of Non-Alcoholic Fatty Liver Disease (NAFLD),"Kosmalski, M.; Frankowski, R.; Ziółkowska, S....",2023,Journal of Clinical Medicine,10.3390/jcm12051852
1037,"Export Date: 03 March 2026; Cited By: 1; Correspondence Address: P. Puthanveetil; Department of Pharmacology, College of Graduate Studies, Midwestern University, Chicago, Downers Grove, 60515, United States; email: pputha@midwestern.edu",Unrelated intervention,none,Metabolic Activation of PARP as a SARS-CoV-2 Therapeutic Target—Is It a Bait for the Virus or the Best Deal We Could Ever Make with the Virus? Is AMBICA the Potential Cure?,"Puthanveetil, P.",2023,Biomolecules,10.3390/biom13020374
1039,"Export Date: 03 March 2026; Cited By: 8; Correspondence Address: L. Su; School of Humanities, Inner Mongolia University of Technology, Hohhot, China; email: 1060900393@qq.com; Y. Zhang; Windermere, United States; email: yzhang68@crimson.ua.edu",No relevant precursor,none,Exercise training upregulates intracellular nicotinamide phosphoribosyltransferase expression in humans: a systematic review with meta-analysis,"Sun, X.; Su, L.; Bu, T....",2023,Frontiers in Public Health,10.3389/fpubh.2023.1287421
